"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.500013077E0,-4.128068686E-3,7.840842009E-3,1.530160904E-1,1.532724492E-1
8.510017077E0,-7.121801376E-3,2.905368805E-3,1.530132294E-1,1.532064280E-1
8.520242000E0,-7.111698389E-3,8.404254913E-6,1.470088959E-1,1.471808133E-1
8.529985924E0,-9.073495865E-3,-3.832995892E-3,1.470041275E-1,1.473337493E-1
8.540032616E0,-1.496204734E-2,-3.673166037E-3,1.599998474E-1,1.607398712E-1
8.549992616E0,-1.189371943E-2,3.386288881E-3,1.630010605E-1,1.634694872E-1
8.559995539E0,-9.807348251E-4,1.232600212E-2,1.599998474E-1,1.604769246E-1
8.569994616E0,-1.062661409E-3,7.330894470E-3,1.589956284E-1,1.591680907E-1
8.580130000E0,-5.092084408E-3,-1.537114382E-3,1.659889221E-1,1.660741229E-1
8.589999770E0,-9.072095156E-3,1.555681229E-3,1.749858856E-1,1.752278038E-1
8.599987462E0,-9.052574635E-3,1.052775979E-2,1.739873886E-1,1.745405232E-1
8.610593770E0,-1.001402736E-2,1.443910599E-2,1.649932861E-1,1.659263481E-1
8.619993924E0,-1.489621401E-2,1.532584429E-2,1.510028839E-1,1.525078675E-1
8.630018770E0,-1.280552149E-2,1.225355268E-2,1.480102539E-1,1.490676564E-1
8.639988231E0,-8.772581816E-3,4.295527935E-3,1.480102539E-1,1.483322117E-1
8.649992154E0,-6.768673658E-3,8.280217648E-3,1.480102539E-1,1.483961327E-1
8.660057847E0,-9.730547667E-3,1.024588943E-2,1.600131989E-1,1.606358790E-1
8.669985693E0,-1.561039686E-2,2.322107553E-3,1.600151062E-1,1.607915137E-1
8.679994770E0,-1.450204849E-2,-1.549124718E-3,1.560134888E-1,1.566937072E-1
8.689985539E0,-1.144012809E-2,6.469190121E-3,1.600151062E-1,1.605539198E-1
8.700894308E0,-1.039394736E-2,1.240581274E-2,1.610212326E-1,1.618325545E-1
8.710895847E0,-5.417376757E-3,4.453510046E-3,1.620168686E-1,1.621685772E-1
8.720036770E0,-8.400261402E-3,1.542001963E-3,1.650133133E-1,1.652341845E-1
8.729985924E0,-1.626995206E-2,1.627385616E-3,1.590147018E-1,1.598531674E-1
8.740692231E0,-1.514562964E-2,3.678321838E-3,1.480178833E-1,1.488361983E-1
8.749986462E0,-4.176080227E-3,1.358130574E-2,1.420211792E-1,1.427301890E-1
8.759987616E0,1.707136631E-3,1.447302103E-2,1.440210342E-1,1.447564885E-1
8.770020847E0,-5.314379930E-3,8.460700512E-3,1.550207138E-1,1.553423567E-1
8.779996539E0,-8.296310902E-3,7.464945316E-3,1.610212326E-1,1.614075325E-1
8.789989847E0,-6.307214499E-3,8.456826210E-3,1.620206833E-1,1.623637912E-1
8.799985693E0,-8.289337158E-3,1.337873936E-2,1.600255966E-1,1.607976845E-1
8.809999462E0,-8.270144463E-3,1.823034883E-2,1.570329666E-1,1.583038013E-1
8.819986847E0,2.596586943E-3,2.104207873E-2,1.570358276E-1,1.584606024E-1
8.829991924E0,1.232650876E-2,1.888164878E-2,1.550331116E-1,1.566643711E-1
8.839985385E0,6.143987179E-3,1.182025671E-2,1.540288925E-1,1.546039029E-1
8.849987308E0,-9.810686111E-3,1.274377108E-2,1.510334015E-1,1.518872662E-1
8.860549847E0,-2.863973379E-3,1.956781745E-2,1.480388641E-1,1.493539659E-1
8.870570616E0,3.000944853E-3,1.741930842E-2,1.470413208E-1,1.480999257E-1
8.880652693E0,1.879453659E-3,1.136273146E-2,1.510381699E-1,1.514766410E-1
8.890125616E0,-1.199752092E-3,8.352428675E-3,1.570348740E-1,1.572614196E-1
8.899993539E0,6.914734840E-4,1.130771637E-2,1.660337448E-1,1.664197915E-1
8.910045077E0,2.554476261E-3,1.422953606E-2,1.730318069E-1,1.736347064E-1
8.920182231E0,-5.398988724E-4,1.316523552E-2,1.740303040E-1,1.745283977E-1
8.929990616E0,-5.564540625E-3,1.112556458E-2,1.690311432E-1,1.694882582E-1
8.939988000E0,-6.568670273E-3,1.107752323E-2,1.570329666E-1,1.575601839E-1
8.950408693E0,-6.569296122E-3,1.201149821E-2,1.510362625E-1,1.516554791E-1
8.961236693E0,3.282725811E-4,8.995324373E-3,1.610326767E-1,1.612840556E-1
8.970033231E0,8.117377758E-3,7.993489504E-3,1.620235443E-1,1.624235716E-1
8.980522616E0,-9.647607803E-4,8.973568678E-3,1.550207138E-1,1.552832168E-1
8.990948616E0,-7.946521044E-3,6.980240345E-3,1.510219574E-1,1.513918841E-1
8.999991231E0,-9.901106358E-3,6.000816822E-3,1.540231705E-1,1.544576924E-1
9.010537077E0,-9.860873222E-3,7.011294365E-3,1.600236893E-1,1.604804543E-1
9.019988462E0,-9.815454483E-3,6.030529737E-3,1.510248184E-1,1.514635475E-1
9.029988154E0,-1.075500250E-2,5.061984062E-3,1.490259171E-1,1.494992231E-1
9.039986308E0,-1.070076227E-2,9.042203426E-3,1.560297012E-1,1.566573823E-1
9.050551462E0,-5.722850561E-3,7.057845592E-3,1.690273285E-1,1.692713856E-1
9.060711693E0,1.750290394E-4,1.668930054E-4,1.660184860E-1,1.660186622E-1
9.069986231E0,-3.862857819E-3,2.667307854E-4,1.510124207E-1,1.510620535E-1
9.080066693E0,-7.842719555E-3,3.322154284E-3,1.470108032E-1,1.472573299E-1
9.090352770E0,-7.823109627E-3,7.320553064E-3,1.480112076E-1,1.483984808E-1
9.099994847E0,-9.776830673E-3,8.306056261E-3,1.490135193E-1,1.495647215E-1
9.109996154E0,-5.789726973E-3,6.322413683E-3,1.530122757E-1,1.532522442E-1
9.120800154E0,-3.830999136E-3,6.339550018E-3,1.550102234E-1,1.551870993E-1
9.129995077E0,-1.078170538E-2,1.129478216E-2,1.650142670E-1,1.657513969E-1
9.140062077E0,-2.061584592E-2,1.817318797E-2,1.830263138E-1,1.850781170E-1
9.152327000E0,-2.538144588E-2,2.495640516E-2,1.770467758E-1,1.805895921E-1
9.160674539E0,-1.724088192E-2,2.275097370E-2,1.610622406E-1,1.635723087E-1
9.170230693E0,-1.316815615E-3,5.774468184E-3,1.510572433E-1,1.511733087E-1
9.180036154E0,1.569539309E-3,-4.065215588E-3,1.450443268E-1,1.451097728E-1
9.190077231E0,-5.159378052E-4,2.009838820E-3,1.490383148E-1,1.490527589E-1
9.199987154E0,-5.533874035E-3,1.096278429E-2,1.560401917E-1,1.565226751E-1
9.209996000E0,-1.246044040E-2,1.289480925E-2,1.630458832E-1,1.640289569E-1
9.220009924E0,-7.456809282E-3,6.910175085E-3,1.650447845E-1,1.653575986E-1
9.231708539E0,1.424551010E-3,6.925910711E-3,1.660404205E-1,1.661909108E-1
9.239987001E0,1.306593418E-3,1.187601686E-2,1.690378189E-1,1.694595267E-1
9.250010693E0,-1.064914465E-2,1.774701476E-2,1.690444946E-1,1.703067878E-1
9.260412770E0,-1.750263572E-2,1.859661937E-2,1.590576172E-1,1.610946992E-1
9.271375462E0,-6.503492594E-3,6.607085466E-3,1.480569839E-1,1.483469565E-1
9.279991154E0,-3.543227911E-3,6.981194019E-4,1.470518112E-1,1.470961489E-1
9.290145616E0,-5.562275648E-3,1.780807972E-3,1.590461731E-1,1.591533706E-1
9.299989924E0,-1.249459386E-2,1.074841619E-2,1.710510254E-1,1.718432327E-1
9.309990154E0,-1.143914461E-2,1.268768311E-2,1.680564880E-1,1.689225104E-1
9.319994308E0,-3.489553928E-3,4.732668400E-3,1.650514603E-1,1.651561675E-1
9.330178770E0,-4.527837038E-3,-3.113597631E-3,1.690435410E-1,1.691328310E-1
9.339998001E0,-1.245430112E-2,1.968592405E-3,1.630430222E-1,1.635298506E-1
9.349997847E0,-1.237949729E-2,-9.106993675E-4,1.600399017E-1,1.605205640E-1
9.360002847E0,-6.390333176E-3,-2.762794495E-3,1.650333405E-1,1.651801225E-1
9.370014308E0,-3.437817097E-3,1.324862242E-3,1.590261459E-1,1.590688182E-1
9.380001693E0,-6.440997124E-3,9.298622608E-3,1.510286331E-1,1.514516386E-1
9.390417924E0,-5.461752415E-3,1.322323084E-2,1.590299606E-1,1.596722047E-1
9.400045924E0,-5.523264408E-4,1.709976792E-2,1.650323868E-1,1.659168340E-1
9.410009693E0,-1.630127430E-3,2.487578988E-2,1.690387726E-1,1.708671088E-1
9.422280693E0,-1.255926490E-2,1.182639599E-2,1.680450439E-1,1.689281965E-1
9.430362770E0,-1.149910688E-2,2.895683050E-3,1.630449295E-1,1.634755746E-1
9.439986001E0,-4.533082247E-3,-9.860068560E-3,1.610317230E-1,1.613969814E-1
9.449991385E0,-7.525265217E-3,-1.060551405E-2,1.600198746E-1,1.605473974E-1
9.460005308E0,-1.836121082E-2,-4.935264587E-4,1.530218124E-1,1.541202541E-1
9.470786154E0,-2.016907930E-2,1.440680027E-2,1.490345001E-1,1.510815339E-1
9.480000385E0,-1.801016927E-2,2.318599820E-2,1.530504227E-1,1.558409079E-1
9.489986077E0,-1.194164157E-2,2.001672983E-2,1.590614319E-1,1.607601051E-1
9.499999385E0,-1.187816262E-2,1.393651962E-2,1.650676727E-1,1.660802634E-1
9.510105924E0,-1.576426625E-2,1.681980491E-2,1.680784225E-1,1.696519203E-1
9.519990924E0,-6.767749786E-3,1.472425461E-2,1.600818634E-1,1.608999972E-1
9.529985847E0,6.052523851E-3,8.178353310E-4,1.530704498E-1,1.531922469E-1
9.539985924E0,1.080569625E-2,-6.979107857E-3,1.500511169E-1,1.506014897E-1
9.552960231E0,-3.239303827E-3,1.213550568E-4,1.450443268E-1,1.450805450E-1
9.560009462E0,-6.240248680E-3,2.197027206E-4,1.440401077E-1,1.441753849E-1
9.570007077E0,-9.202659130E-3,-6.670057774E-4,1.500358582E-1,1.503193020E-1
9.579991847E0,-1.114410162E-2,-2.524524927E-3,1.590318680E-1,1.594418366E-1
9.589993924E0,-1.009815931E-2,2.546101809E-3,1.560306549E-1,1.563778140E-1
9.599998308E0,-3.148317337E-3,5.572855473E-3,1.530265808E-1,1.531603834E-1
9.610018693E0,-2.356171608E-4,8.550643921E-3,1.440248489E-1,1.442786406E-1
9.620013924E0,-1.307815313E-3,1.345810294E-2,1.440267563E-1,1.446600755E-1
9.629987385E0,-7.303059101E-3,1.535281539E-2,1.590309143E-1,1.599370980E-1
9.640288847E0,-1.815533638E-2,6.376832724E-3,1.670360565E-1,1.681407875E-1
9.651013385E0,-1.998725533E-2,6.403476000E-3,1.710414886E-1,1.723243619E-1
9.661810462E0,-1.291424036E-2,1.925659180E-2,1.720514297E-1,1.736067061E-1
9.670001462E0,-3.956377506E-3,2.008575201E-2,1.590576172E-1,1.603696229E-1
9.679995924E0,-3.991723061E-3,7.087469101E-3,1.480560303E-1,1.482793113E-1
9.689991539E0,-6.984502077E-3,2.160102129E-3,1.470527649E-1,1.472343879E-1
9.700709462E0,-5.993962288E-3,3.219455481E-3,1.530494690E-1,1.532006281E-1
9.709990001E0,-4.030287266E-3,2.291291952E-3,1.510448456E-1,1.511159774E-1
9.719987770E0,-3.077507019E-3,3.345012665E-3,1.450405121E-1,1.451117166E-1
9.729986231E0,-6.079703569E-3,5.367934704E-3,1.420402527E-1,1.422716096E-1
9.740493077E0,-3.125697374E-3,7.363259792E-3,1.440382004E-1,1.442601495E-1
9.750000462E0,2.740681171E-3,1.229676604E-2,1.550359726E-1,1.555470173E-1
9.760298154E0,-3.522932529E-4,1.421025395E-2,1.630363464E-1,1.636548370E-1
9.769997616E0,-1.030430198E-2,1.707860827E-2,1.560440063E-1,1.573136657E-1
9.780645770E0,-9.262561798E-3,1.496538520E-2,1.450500488E-1,1.461139092E-1
9.790357154E0,-3.510415554E-4,8.942902088E-3,1.510486603E-1,1.513135701E-1
9.800380308E0,2.517223358E-3,1.188606024E-2,1.600446701E-1,1.605051752E-1
9.809987462E0,-5.730092525E-4,1.775121689E-2,1.630487442E-1,1.640131916E-1
9.819986001E0,-6.593763828E-4,1.859766245E-2,1.560516357E-1,1.571573124E-1
9.830550385E0,-5.675286055E-3,5.625516176E-3,1.560497284E-1,1.562541937E-1
9.840029077E0,-1.062536240E-2,5.656033754E-3,1.600494385E-1,1.605014386E-1
9.850224154E0,-1.550608873E-2,8.643507957E-3,1.590557098E-1,1.600433312E-1
9.859998462E0,-1.637208462E-2,5.671024323E-3,1.550598145E-1,1.560248433E-1
9.871328462E0,1.513928175E-3,1.259341836E-2,1.470594406E-1,1.476054377E-1
9.880185539E0,4.360795021E-3,1.744061708E-2,1.420593262E-1,1.431923315E-1
9.891607231E0,2.237290144E-3,1.237174869E-2,1.560573578E-1,1.565629731E-1
9.900009154E0,1.122653484E-3,1.132485271E-2,1.590547562E-1,1.594613687E-1
9.910856539E0,-1.278752089E-2,6.338477135E-3,1.470584869E-1,1.477494351E-1
9.919991154E0,-1.367929578E-2,8.318543434E-3,1.430625916E-1,1.439556404E-1
9.929987616E0,-1.949125528E-2,1.914620399E-2,1.450786591E-1,1.476289385E-1
9.940304693E0,-1.240974665E-2,2.489918470E-2,1.510944366E-1,1.536343061E-1
9.950035539E0,-3.452211618E-3,1.183202863E-2,1.450948715E-1,1.456174317E-1
9.960018693E0,4.495084286E-4,-1.050233841E-3,1.480855942E-1,1.480900005E-1
9.969999154E0,-7.542014122E-3,-1.915603876E-3,1.590795517E-1,1.592697563E-1
9.979986693E0,-1.640769839E-2,-1.783758402E-3,1.560792923E-1,1.569494818E-1
9.989998770E0,-1.824474335E-2,-3.626883030E-3,1.530790329E-1,1.542051077E-1
9.999986154E0,-1.611274481E-2,4.723966122E-4,1.540803909E-1,1.549213045E-1
1.000999969E1,-1.204386353E-2,2.546310425E-3,1.610794067E-1,1.615491059E-1
1.002037869E1,-1.592183113E-2,6.564766169E-3,1.620826721E-1,1.629950719E-1
1.002998615E1,-1.875928044E-2,1.348650455E-2,1.600933075E-1,1.617518578E-1
1.003999454E1,-1.464506984E-2,1.438680291E-2,1.501026154E-1,1.515000109E-1
1.005154900E1,-8.614152670E-3,7.384240627E-3,1.471042633E-1,1.475411635E-1
1.006209677E1,-3.657251596E-3,7.385671139E-3,1.531028748E-1,1.533245378E-1
1.006998577E1,1.233309507E-3,1.132473350E-2,1.451005936E-1,1.455470814E-1
1.007998646E1,-2.813041210E-3,1.224192977E-2,1.351032257E-1,1.356858859E-1
1.008999331E1,-4.833579063E-3,1.216670871E-2,1.421060562E-1,1.427078256E-1
1.010312077E1,-2.890110016E-3,1.210650802E-2,1.591053009E-1,1.595914066E-1
1.010999869E1,-8.862435818E-3,1.204568148E-2,1.571102142E-1,1.578203429E-1
1.012005977E1,-1.672348380E-2,1.001203060E-2,1.551170349E-1,1.563368485E-1
1.013055462E1,-1.066562533E-2,9.974896908E-3,1.501207352E-1,1.508293382E-1
1.013998800E1,-7.465183735E-4,9.934246540E-3,1.451196671E-1,1.454612124E-1
1.015066092E1,-2.799749374E-3,5.953162909E-3,1.471166611E-1,1.472636775E-1
1.016215139E1,-1.270931959E-2,6.955802441E-3,1.471204758E-1,1.478321494E-1
1.017000208E1,-1.656049490E-2,1.089948416E-2,1.421289444E-1,1.435050019E-1
1.018014546E1,-1.641857624E-2,7.890254259E-3,1.471347809E-1,1.482581178E-1
1.018998915E1,-9.382545948E-3,-9.895265102E-4,1.561317444E-1,1.564165366E-1
1.019998623E1,-2.445966005E-3,1.174509525E-4,1.611242294E-1,1.611428368E-1
1.020999115E1,-4.482567310E-3,1.403406262E-2,1.631259918E-1,1.637899189E-1
1.022012969E1,-4.520177841E-3,1.888656616E-2,1.651315689E-1,1.662695686E-1
1.022999900E1,-6.525099277E-3,1.774775982E-2,1.591367722E-1,1.602562702E-1
1.024192031E1,-6.528794765E-3,9.717851877E-3,1.531391144E-1,1.535859699E-1
1.024998746E1,-4.556715488E-3,1.795768738E-3,1.491336823E-1,1.492140865E-1
1.025999392E1,-1.049688458E-2,-1.087218523E-3,1.441316605E-1,1.445174805E-1
1.027000085E1,-1.240837574E-2,3.956556320E-3,1.421327591E-1,1.427282149E-1
1.028016069E1,-3.445595503E-3,1.089486480E-2,1.361341476E-1,1.366128704E-1
1.029000092E1,-4.468053579E-3,1.181995869E-2,1.361360550E-1,1.367212507E-1
1.029999469E1,-8.436739445E-3,1.273733377E-2,1.421422958E-1,1.429610105E-1
1.030999200E1,-1.136597991E-2,1.660248637E-2,1.451501846E-1,1.465380638E-1
1.032117846E1,-1.229354739E-2,1.056513190E-2,1.601552963E-1,1.609735142E-1
1.033308862E1,-3.853440285E-4,5.596816540E-3,1.621503830E-1,1.622474023E-1
1.034007769E1,7.419735193E-3,3.651797771E-3,1.621389389E-1,1.623496954E-1
1.035050454E1,1.215094328E-2,4.689991474E-3,1.451263428E-1,1.457096318E-1
1.035999154E1,4.989683628E-3,4.721522331E-3,1.421194077E-1,1.422853322E-1
1.037005269E1,-4.044711590E-3,7.714718580E-3,1.481170654E-1,1.483729815E-1
1.037998708E1,-7.042139769E-3,1.856324077E-2,1.561250687E-1,1.573824091E-1
1.039035446E1,-1.198008657E-2,2.434569597E-2,1.671371460E-1,1.693253110E-1
1.039998962E1,-1.290485263E-2,2.314394712E-2,1.681499481E-1,1.702250938E-1
1.041066800E1,-8.877098560E-3,1.602828503E-2,1.571559906E-1,1.582204607E-1
1.042032385E1,6.931483746E-3,6.046324968E-3,1.491479874E-1,1.494313409E-1
1.043011977E1,1.068729162E-2,1.133859158E-3,1.501331329E-1,1.505173128E-1
1.044097277E1,5.799233913E-4,3.201484680E-3,1.651258469E-1,1.651578975E-1
1.044999115E1,-1.495778561E-3,1.291662455E-3,1.631193161E-1,1.631312877E-1
1.045999554E1,-1.241636276E-2,-5.524396896E-3,1.541137695E-1,1.547117933E-1
1.047083685E1,-1.232254505E-2,-4.362583160E-3,1.361093521E-1,1.367356317E-1
1.048010715E1,-9.268343449E-3,1.155894995E-2,1.271162033E-1,1.279767192E-1
1.049000292E1,-1.217943430E-2,2.134707570E-2,1.381282806E-1,1.402977483E-1
1.050117839E1,-1.801255345E-2,1.523086429E-2,1.441411972E-1,1.460586048E-1
1.050998785E1,-1.291760802E-2,6.242483854E-3,1.441450119E-1,1.448572320E-1
1.051999908E1,-2.965837717E-3,-1.632273197E-3,1.441373825E-1,1.441771325E-1
1.053165638E1,-1.041084528E-3,-5.452603102E-3,1.431245804E-1,1.432321900E-1
1.053999992E1,-3.088623285E-3,5.570441484E-3,1.471223831E-1,1.472601950E-1
1.055007731E1,-1.165926456E-3,2.235952020E-2,1.501283646E-1,1.517887788E-1
1.056017592E1,-3.208756447E-3,2.706855536E-2,1.411399841E-1,1.437480363E-1
1.056999608E1,-5.218505859E-3,1.691609621E-2,1.331462860E-1,1.343179831E-1
1.058041023E1,-5.231529474E-3,5.929678679E-3,1.381454468E-1,1.383715811E-1
1.059049646E1,-3.196597099E-4,3.299117088E-5,1.511373520E-1,1.511376936E-1
1.059998754E1,-4.108846188E-4,1.395344734E-4,1.631288528E-1,1.631294300E-1
1.061000100E1,-1.036840677E-2,5.179643631E-3,1.651287079E-1,1.655349593E-1
1.061998885E1,-1.623579860E-2,2.812147141E-4,1.551294327E-1,1.559769891E-1
1.062999277E1,-1.018089056E-2,-6.080865860E-4,1.451263428E-1,1.454842798E-1
1.064044954E1,-5.194514990E-3,1.132693887E-2,1.391286850E-1,1.396856239E-1
1.064998815E1,-5.207896233E-3,2.111986279E-2,1.391382217E-1,1.408283194E-1
1.066012846E1,-5.230426788E-3,1.600402594E-2,1.561431885E-1,1.570483413E-1
1.066998800E1,-5.257338285E-3,6.032168865E-3,1.661405563E-1,1.663331330E-1
1.067999354E1,-7.250785828E-3,4.081308842E-3,1.551389694E-1,1.553619349E-1
1.069084400E1,-5.262941122E-3,9.049028158E-3,1.381387711E-1,1.385348459E-1
1.069999092E1,5.567610264E-3,1.000231504E-2,1.391344070E-1,1.396045408E-1
1.070999108E1,4.410833120E-3,1.094043255E-3,1.571235657E-1,1.571892721E-1
1.072047631E1,1.298189163E-3,-5.721896887E-3,1.671104431E-1,1.672134133E-1
1.073046939E1,-4.737138748E-3,-7.508754730E-3,1.660995483E-1,1.663366521E-1
1.074046938E1,-2.054569125E-2,-4.003643990E-4,1.551027298E-1,1.564581174E-1
1.075246246E1,-2.035591006E-2,-2.988278866E-4,1.551046371E-1,1.564349732E-1
1.076083746E1,-1.918527484E-2,7.704675198E-3,1.481122971E-1,1.495482843E-1
1.077084777E1,-1.604661345E-2,1.065373421E-2,1.441202164E-1,1.454016252E-1
1.078114954E1,-9.014010429E-3,7.651180029E-3,1.531219482E-1,1.535777457E-1
1.079029500E1,-7.009834051E-3,4.690557718E-3,1.531200409E-1,1.533521634E-1
1.079998692E1,-8.976370096E-3,-2.174943686E-3,1.511154175E-1,1.513974075E-1
1.081004600E1,-5.986869335E-3,-4.013478756E-3,1.541080475E-1,1.542765080E-1
1.082259785E1,-5.008369684E-3,1.093503833E-2,1.491088867E-1,1.495931781E-1
1.082999392E1,-9.961813688E-3,1.778948307E-2,1.511173248E-1,1.524865545E-1
1.083998977E1,-1.583576202E-2,2.258062363E-2,1.541328430E-1,1.565809350E-1
1.084999077E1,-1.867318153E-2,1.744621992E-2,1.571445465E-1,1.592088779E-1
1.086018400E1,-1.851454377E-2,1.632910967E-2,1.591567993E-1,1.610599731E-1
1.086998808E1,-1.243087649E-2,1.521676779E-2,1.481657028E-1,1.494628790E-1
1.088087808E1,-1.036599278E-2,1.115050912E-2,1.331710815E-1,1.340385192E-1
1.088999731E1,-8.327066898E-3,1.502278447E-2,1.301794052E-1,1.313076602E-1
1.090004692E1,-3.365844488E-3,2.180379629E-2,1.351881027E-1,1.369764854E-1
1.091156185E1,-8.340239525E-3,2.160218358E-2,1.471986771E-1,1.490089409E-1
1.091999746E1,-1.127186418E-2,1.844343543E-2,1.472082138E-1,1.487866709E-1
1.093417500E1,-6.269901991E-3,8.421033621E-3,1.392097473E-1,1.396050831E-1
1.094042777E1,-5.282104015E-3,6.427347660E-3,1.392078400E-1,1.394562086E-1
1.095006769E1,-9.237617254E-3,1.136276126E-2,1.392126083E-1,1.399806995E-1
1.096002431E1,-1.412674785E-2,1.524665952E-2,1.432228088E-1,1.447231792E-1
1.096999515E1,-9.089767933E-3,1.020488143E-2,1.472263336E-1,1.478592466E-1
1.097999239E1,-3.135770559E-3,2.273947001E-3,1.452217102E-1,1.452733596E-1
1.099078862E1,-5.154162645E-3,-2.587229013E-3,1.472148895E-1,1.473278074E-1
1.099998754E1,-4.188358784E-3,3.467977047E-3,1.512107849E-1,1.513085281E-1
1.101009592E1,-2.248495817E-3,1.436832547E-2,1.482124329E-1,1.489242417E-1
1.102231008E1,-2.305179834E-3,1.722231507E-2,1.422176361E-1,1.432751828E-1
1.103040031E1,-5.315274000E-3,1.411509514E-2,1.362218857E-1,1.370543330E-1
1.104090815E1,-8.275806904E-3,5.132466555E-3,1.272220612E-1,1.275942163E-1
1.105029215E1,-6.268829107E-3,5.152165890E-3,1.312217712E-1,1.314724164E-1
1.106001400E1,-2.325087786E-3,1.010781527E-2,1.422224045E-1,1.426000922E-1
1.106998754E1,1.558035612E-3,1.007661223E-2,1.592168808E-1,1.595430372E-1
1.108067315E1,2.425611019E-3,4.134029150E-3,1.732101440E-1,1.732764490E-1
1.109001838E1,1.309335232E-3,2.214759588E-3,1.682014465E-1,1.682211227E-1
1.110001677E1,-7.744729519E-4,2.288997173E-3,1.561946869E-1,1.562133782E-1
1.110998685E1,-3.813475370E-3,9.262621403E-3,1.501941681E-1,1.505278276E-1
1.112027592E1,-3.852158785E-3,9.237974882E-3,1.541948318E-1,1.545193369E-1
1.113661485E1,5.964338779E-3,3.305912018E-3,1.591825485E-1,1.593285478E-1
1.114000269E1,5.794703960E-3,2.373903990E-3,1.561727524E-1,1.562982489E-1
1.115053885E1,2.666145563E-3,2.441704273E-3,1.481647491E-1,1.482088497E-1
1.115998685E1,-5.350559950E-3,9.412646294E-3,1.491651535E-1,1.495575790E-1
1.117057585E1,-3.394633532E-3,1.135629416E-2,1.491661072E-1,1.496362806E-1
1.117998439E1,4.454463720E-3,8.330523968E-3,1.331605911E-1,1.334952542E-1
1.119000769E1,2.333700657E-3,-2.535104752E-3,1.361494064E-1,1.361930020E-1
1.120229762E1,-5.682885647E-3,-1.226085424E-2,1.591358185E-1,1.597085861E-1
1.120998731E1,-1.064208150E-2,-8.042216301E-3,1.741275787E-1,1.746377531E-1
1.122027308E1,-1.059901714E-2,1.054853201E-3,1.681251526E-1,1.684622178E-1
1.123014285E1,-1.054045558E-2,9.028524160E-3,1.471290588E-1,1.477821891E-1
1.124006354E1,-1.244938374E-2,6.040602922E-3,1.391324997E-1,1.398189133E-1
1.124998531E1,-9.400218725E-3,5.064934492E-3,1.371326447E-1,1.375477368E-1
1.126001708E1,-1.034617424E-2,7.068157196E-3,1.481342316E-1,1.486632192E-1
1.126998777E1,-1.522773504E-2,1.200571656E-2,1.531429291E-1,1.543657276E-1
1.128001977E1,-1.510894299E-2,9.970188141E-3,1.501483917E-1,1.512356583E-1
1.128998562E1,-1.597043872E-2,8.942723274E-3,1.431560516E-1,1.443214549E-1
1.129999269E1,-1.681670547E-2,1.187077165E-2,1.391658783E-1,1.406799861E-1
1.130999131E1,-6.804943085E-3,6.868511438E-3,1.361665726E-1,1.365094106E-1
1.132012046E1,-8.780062199E-4,2.921730280E-3,1.321611404E-1,1.321963481E-1
1.133007392E1,3.442168236E-5,-1.952439547E-3,1.371517181E-1,1.371656188E-1
1.133999185E1,1.916199923E-3,-6.754785776E-3,1.481370926E-1,1.483033956E-1
